REF_CAT_ID;REF_CAT_LABEL;REF_CAT_DESC;TRA_CREATED;TRA_UPDATED
CAT9554;LABEL FOR CATEGORY 9554;DESCRIPTION FOR CATEGORY 9554;2014-02-01 23:52:51;2013-05-06 22:31:15
CAT9555;LABEL FOR CATEGORY 9555;DESCRIPTION FOR CATEGORY 9555;2011-05-06 11:59:21;2012-09-04 11:14:29
CAT9556;LABEL FOR CATEGORY 9556;DESCRIPTION FOR CATEGORY 9556;2011-05-01 23:42:54;2014-09-01 23:36:14
CAT9557;LABEL FOR CATEGORY 9557;DESCRIPTION FOR CATEGORY 9557;2014-02-01 13:57:45;2013-08-04 22:54:32
CAT9558;LABEL FOR CATEGORY 9558;DESCRIPTION FOR CATEGORY 9558;2011-01-09 11:38:19;2014-04-09 13:34:46
CAT9559;LABEL FOR CATEGORY 9559;DESCRIPTION FOR CATEGORY 9559;2011-03-08 12:51:41;2012-09-05 12:34:49
CAT9560;LABEL FOR CATEGORY 9560;DESCRIPTION FOR CATEGORY 9560;2011-09-01 12:54:54;2014-02-06 13:17:53
CAT9561;LABEL FOR CATEGORY 9561;DESCRIPTION FOR CATEGORY 9561;2011-07-08 13:44:19;2013-08-06 22:31:57
CAT9562;LABEL FOR CATEGORY 9562;DESCRIPTION FOR CATEGORY 9562;2012-05-09 23:54:24;2014-08-09 11:35:28
CAT9563;LABEL FOR CATEGORY 9563;DESCRIPTION FOR CATEGORY 9563;2014-08-09 11:57:39;2012-07-07 22:51:54
CAT9564;LABEL FOR CATEGORY 9564;DESCRIPTION FOR CATEGORY 9564;2014-06-08 12:51:33;2014-06-03 23:55:24
CAT9565;LABEL FOR CATEGORY 9565;DESCRIPTION FOR CATEGORY 9565;2014-03-09 13:34:19;2013-06-02 11:53:21
CAT9566;LABEL FOR CATEGORY 9566;DESCRIPTION FOR CATEGORY 9566;2014-02-06 22:24:18;2012-01-01 23:25:28
CAT9567;LABEL FOR CATEGORY 9567;DESCRIPTION FOR CATEGORY 9567;2014-03-08 13:52:57;2012-05-04 21:51:43
CAT9568;LABEL FOR CATEGORY 9568;DESCRIPTION FOR CATEGORY 9568;2014-06-05 23:12:43;2011-09-01 22:16:13
CAT9569;LABEL FOR CATEGORY 9569;DESCRIPTION FOR CATEGORY 9569;2014-05-07 21:58:39;2013-07-05 13:24:12
CAT9570;LABEL FOR CATEGORY 9570;DESCRIPTION FOR CATEGORY 9570;2014-01-01 23:51:33;2012-03-03 21:15:32
CAT9571;LABEL FOR CATEGORY 9571;DESCRIPTION FOR CATEGORY 9571;2012-06-04 22:56:26;2012-09-03 22:41:18
CAT9572;LABEL FOR CATEGORY 9572;DESCRIPTION FOR CATEGORY 9572;2014-08-08 12:26:34;2013-09-08 21:23:59
CAT9573;LABEL FOR CATEGORY 9573;DESCRIPTION FOR CATEGORY 9573;2014-03-01 11:41:59;2011-08-07 11:42:56
CAT9574;LABEL FOR CATEGORY 9574;DESCRIPTION FOR CATEGORY 9574;2013-08-02 11:59:37;2012-09-09 22:56:52
CAT9575;LABEL FOR CATEGORY 9575;DESCRIPTION FOR CATEGORY 9575;2012-07-07 22:16:41;2013-07-07 11:39:25
CAT9576;LABEL FOR CATEGORY 9576;DESCRIPTION FOR CATEGORY 9576;2014-03-06 22:12:19;2014-08-04 23:18:37
CAT9577;LABEL FOR CATEGORY 9577;DESCRIPTION FOR CATEGORY 9577;2013-03-02 21:56:12;2011-09-02 12:56:57
CAT9578;LABEL FOR CATEGORY 9578;DESCRIPTION FOR CATEGORY 9578;2011-02-01 21:23:29;2011-05-05 22:56:59
CAT9579;LABEL FOR CATEGORY 9579;DESCRIPTION FOR CATEGORY 9579;2012-02-05 23:45:31;2011-07-01 23:55:32
CAT9580;LABEL FOR CATEGORY 9580;DESCRIPTION FOR CATEGORY 9580;2012-06-03 12:13:23;2011-01-09 13:37:59
CAT9581;LABEL FOR CATEGORY 9581;DESCRIPTION FOR CATEGORY 9581;2014-09-05 22:39:17;2012-06-06 23:19:21
CAT9582;LABEL FOR CATEGORY 9582;DESCRIPTION FOR CATEGORY 9582;2011-06-02 11:45:23;2012-09-06 22:41:34
CAT9583;LABEL FOR CATEGORY 9583;DESCRIPTION FOR CATEGORY 9583;2013-06-01 13:38:35;2013-05-08 23:53:54
CAT9584;LABEL FOR CATEGORY 9584;DESCRIPTION FOR CATEGORY 9584;2011-06-04 21:46:22;2013-05-06 23:36:12
CAT9585;LABEL FOR CATEGORY 9585;DESCRIPTION FOR CATEGORY 9585;2013-02-01 11:17:22;2012-06-03 23:26:42
CAT9586;LABEL FOR CATEGORY 9586;DESCRIPTION FOR CATEGORY 9586;2012-06-01 12:37:17;2011-07-08 21:52:37
CAT9587;LABEL FOR CATEGORY 9587;DESCRIPTION FOR CATEGORY 9587;2014-06-03 11:47:19;2011-09-05 11:18:31
CAT9588;LABEL FOR CATEGORY 9588;DESCRIPTION FOR CATEGORY 9588;2011-05-03 22:15:13;2012-04-08 21:54:58
CAT9589;LABEL FOR CATEGORY 9589;DESCRIPTION FOR CATEGORY 9589;2011-03-07 12:19:34;2014-03-08 13:55:19
CAT9590;LABEL FOR CATEGORY 9590;DESCRIPTION FOR CATEGORY 9590;2013-08-07 22:33:51;2014-04-04 11:15:17
CAT9591;LABEL FOR CATEGORY 9591;DESCRIPTION FOR CATEGORY 9591;2012-01-07 23:17:23;2014-05-05 21:27:28
CAT9592;LABEL FOR CATEGORY 9592;DESCRIPTION FOR CATEGORY 9592;2014-08-09 13:49:17;2014-06-04 11:42:35
CAT9593;LABEL FOR CATEGORY 9593;DESCRIPTION FOR CATEGORY 9593;2013-03-03 13:21:41;2014-08-06 23:15:11
CAT9594;LABEL FOR CATEGORY 9594;DESCRIPTION FOR CATEGORY 9594;2012-02-05 13:55:48;2012-06-03 23:28:39
CAT9595;LABEL FOR CATEGORY 9595;DESCRIPTION FOR CATEGORY 9595;2011-03-07 12:41:49;2014-02-01 21:41:21
CAT9596;LABEL FOR CATEGORY 9596;DESCRIPTION FOR CATEGORY 9596;2012-03-03 23:37:47;2011-05-01 23:12:59
CAT9597;LABEL FOR CATEGORY 9597;DESCRIPTION FOR CATEGORY 9597;2013-07-01 21:35:22;2014-04-02 12:15:29
CAT9598;LABEL FOR CATEGORY 9598;DESCRIPTION FOR CATEGORY 9598;2013-09-01 11:41:45;2012-07-03 23:31:13
CAT9599;LABEL FOR CATEGORY 9599;DESCRIPTION FOR CATEGORY 9599;2013-05-08 21:25:51;2014-02-07 23:36:47
CAT9600;LABEL FOR CATEGORY 9600;DESCRIPTION FOR CATEGORY 9600;2011-08-05 12:29:19;2011-01-07 23:16:25
CAT9601;LABEL FOR CATEGORY 9601;DESCRIPTION FOR CATEGORY 9601;2013-01-05 12:43:34;2014-03-06 21:41:43
CAT9602;LABEL FOR CATEGORY 9602;DESCRIPTION FOR CATEGORY 9602;2012-04-07 13:48:47;2013-09-09 13:55:23
CAT9603;LABEL FOR CATEGORY 9603;DESCRIPTION FOR CATEGORY 9603;2011-08-08 11:55:13;2013-01-07 12:31:53
CAT9604;LABEL FOR CATEGORY 9604;DESCRIPTION FOR CATEGORY 9604;2014-04-08 13:25:26;2014-02-09 13:12:57
CAT9605;LABEL FOR CATEGORY 9605;DESCRIPTION FOR CATEGORY 9605;2014-09-02 22:13:32;2012-01-03 23:49:32
CAT9606;LABEL FOR CATEGORY 9606;DESCRIPTION FOR CATEGORY 9606;2014-02-04 21:11:22;2011-05-09 23:23:37
CAT9607;LABEL FOR CATEGORY 9607;DESCRIPTION FOR CATEGORY 9607;2013-06-03 13:54:47;2011-02-03 12:35:41
CAT9608;LABEL FOR CATEGORY 9608;DESCRIPTION FOR CATEGORY 9608;2013-06-02 21:18:27;2014-08-05 23:43:32
CAT9609;LABEL FOR CATEGORY 9609;DESCRIPTION FOR CATEGORY 9609;2014-03-02 11:42:25;2012-03-05 12:11:31
CAT9610;LABEL FOR CATEGORY 9610;DESCRIPTION FOR CATEGORY 9610;2011-07-02 11:21:23;2012-09-06 21:11:14
CAT9611;LABEL FOR CATEGORY 9611;DESCRIPTION FOR CATEGORY 9611;2013-08-03 11:25:37;2013-06-03 11:26:52
CAT9612;LABEL FOR CATEGORY 9612;DESCRIPTION FOR CATEGORY 9612;2014-02-01 13:27:16;2012-03-03 21:14:46
CAT9613;LABEL FOR CATEGORY 9613;DESCRIPTION FOR CATEGORY 9613;2013-08-09 13:56:19;2012-05-08 21:48:35
CAT9614;LABEL FOR CATEGORY 9614;DESCRIPTION FOR CATEGORY 9614;2014-05-07 22:46:33;2011-08-09 12:35:39
CAT9615;LABEL FOR CATEGORY 9615;DESCRIPTION FOR CATEGORY 9615;2011-05-07 12:25:47;2011-02-09 23:35:34
CAT9616;LABEL FOR CATEGORY 9616;DESCRIPTION FOR CATEGORY 9616;2012-09-07 21:33:18;2012-08-09 21:27:12
CAT9617;LABEL FOR CATEGORY 9617;DESCRIPTION FOR CATEGORY 9617;2012-09-06 12:34:42;2012-03-04 22:12:32
CAT9618;LABEL FOR CATEGORY 9618;DESCRIPTION FOR CATEGORY 9618;2013-09-01 23:56:28;2012-08-07 23:45:53
CAT9619;LABEL FOR CATEGORY 9619;DESCRIPTION FOR CATEGORY 9619;2013-03-09 13:41:48;2012-08-03 12:12:13
CAT9620;LABEL FOR CATEGORY 9620;DESCRIPTION FOR CATEGORY 9620;2011-08-04 21:25:21;2013-06-05 21:22:33
CAT9621;LABEL FOR CATEGORY 9621;DESCRIPTION FOR CATEGORY 9621;2011-09-08 11:37:42;2014-07-07 23:15:25
CAT9622;LABEL FOR CATEGORY 9622;DESCRIPTION FOR CATEGORY 9622;2013-04-06 12:43:58;2013-07-06 22:57:25
CAT9623;LABEL FOR CATEGORY 9623;DESCRIPTION FOR CATEGORY 9623;2011-09-07 23:37:18;2011-05-04 11:58:44
CAT9624;LABEL FOR CATEGORY 9624;DESCRIPTION FOR CATEGORY 9624;2013-08-09 11:36:35;2013-01-02 11:54:46
CAT9625;LABEL FOR CATEGORY 9625;DESCRIPTION FOR CATEGORY 9625;2014-04-03 11:13:31;2014-07-08 11:48:12
CAT9626;LABEL FOR CATEGORY 9626;DESCRIPTION FOR CATEGORY 9626;2011-02-05 23:55:42;2012-08-09 23:58:42
CAT9627;LABEL FOR CATEGORY 9627;DESCRIPTION FOR CATEGORY 9627;2012-04-01 12:53:33;2011-04-03 21:57:37
CAT9628;LABEL FOR CATEGORY 9628;DESCRIPTION FOR CATEGORY 9628;2014-03-02 12:42:26;2012-03-01 23:21:36
CAT9629;LABEL FOR CATEGORY 9629;DESCRIPTION FOR CATEGORY 9629;2011-01-07 21:38:36;2014-07-03 13:23:28
CAT9630;LABEL FOR CATEGORY 9630;DESCRIPTION FOR CATEGORY 9630;2011-01-02 11:51:46;2011-04-06 13:28:51
CAT9631;LABEL FOR CATEGORY 9631;DESCRIPTION FOR CATEGORY 9631;2014-07-02 23:32:14;2011-05-01 11:56:55
CAT9632;LABEL FOR CATEGORY 9632;DESCRIPTION FOR CATEGORY 9632;2011-03-04 22:29:52;2013-09-05 11:24:32
CAT9633;LABEL FOR CATEGORY 9633;DESCRIPTION FOR CATEGORY 9633;2012-08-01 12:35:55;2014-01-09 13:31:54
CAT9634;LABEL FOR CATEGORY 9634;DESCRIPTION FOR CATEGORY 9634;2012-07-01 11:15:24;2014-07-07 22:41:18
CAT9635;LABEL FOR CATEGORY 9635;DESCRIPTION FOR CATEGORY 9635;2013-08-09 13:11:48;2014-08-04 13:21:24
CAT9636;LABEL FOR CATEGORY 9636;DESCRIPTION FOR CATEGORY 9636;2014-05-01 23:35:11;2011-04-05 11:17:46
CAT9637;LABEL FOR CATEGORY 9637;DESCRIPTION FOR CATEGORY 9637;2014-04-02 22:18:28;2012-07-05 13:23:16
CAT9638;LABEL FOR CATEGORY 9638;DESCRIPTION FOR CATEGORY 9638;2013-08-01 21:26:46;2014-06-02 21:35:18
CAT9639;LABEL FOR CATEGORY 9639;DESCRIPTION FOR CATEGORY 9639;2012-07-01 13:16:27;2011-06-06 22:54:18
CAT9640;LABEL FOR CATEGORY 9640;DESCRIPTION FOR CATEGORY 9640;2011-07-04 13:34:37;2012-09-07 11:38:31
CAT9641;LABEL FOR CATEGORY 9641;DESCRIPTION FOR CATEGORY 9641;2011-02-09 13:33:26;2012-03-06 11:35:55
CAT9642;LABEL FOR CATEGORY 9642;DESCRIPTION FOR CATEGORY 9642;2013-06-06 23:36:24;2013-09-05 23:17:25
CAT9643;LABEL FOR CATEGORY 9643;DESCRIPTION FOR CATEGORY 9643;2013-04-07 22:41:17;2013-09-02 12:31:29
CAT9644;LABEL FOR CATEGORY 9644;DESCRIPTION FOR CATEGORY 9644;2011-08-04 21:35:13;2012-09-01 21:37:15
CAT9645;LABEL FOR CATEGORY 9645;DESCRIPTION FOR CATEGORY 9645;2014-04-03 12:13:45;2012-05-06 23:32:58
CAT9646;LABEL FOR CATEGORY 9646;DESCRIPTION FOR CATEGORY 9646;2011-06-08 22:29:44;2014-08-06 22:41:14
CAT9647;LABEL FOR CATEGORY 9647;DESCRIPTION FOR CATEGORY 9647;2012-09-08 12:18:57;2011-09-03 22:55:32
CAT9648;LABEL FOR CATEGORY 9648;DESCRIPTION FOR CATEGORY 9648;2012-06-08 21:13:34;2014-07-03 23:44:35
CAT9649;LABEL FOR CATEGORY 9649;DESCRIPTION FOR CATEGORY 9649;2014-02-05 12:44:15;2011-09-02 21:19:53
CAT9650;LABEL FOR CATEGORY 9650;DESCRIPTION FOR CATEGORY 9650;2014-08-03 22:58:26;2012-08-02 13:27:55
CAT9651;LABEL FOR CATEGORY 9651;DESCRIPTION FOR CATEGORY 9651;2011-01-03 12:27:25;2012-02-04 11:51:57
CAT9652;LABEL FOR CATEGORY 9652;DESCRIPTION FOR CATEGORY 9652;2014-02-06 13:19:47;2013-07-07 22:51:56
CAT9653;LABEL FOR CATEGORY 9653;DESCRIPTION FOR CATEGORY 9653;2011-09-03 22:13:36;2014-02-07 13:41:55
CAT9654;LABEL FOR CATEGORY 9654;DESCRIPTION FOR CATEGORY 9654;2012-03-09 23:44:43;2011-01-08 22:53:36
CAT9655;LABEL FOR CATEGORY 9655;DESCRIPTION FOR CATEGORY 9655;2014-04-03 11:49:58;2011-09-03 21:35:28
CAT9656;LABEL FOR CATEGORY 9656;DESCRIPTION FOR CATEGORY 9656;2011-09-06 12:27:48;2011-02-06 13:44:58
CAT9657;LABEL FOR CATEGORY 9657;DESCRIPTION FOR CATEGORY 9657;2014-09-06 23:26:35;2013-09-04 11:41:21
CAT9658;LABEL FOR CATEGORY 9658;DESCRIPTION FOR CATEGORY 9658;2013-09-06 12:29:39;2012-08-03 13:36:36
CAT9659;LABEL FOR CATEGORY 9659;DESCRIPTION FOR CATEGORY 9659;2012-07-06 21:42:57;2011-03-03 11:24:23
CAT9660;LABEL FOR CATEGORY 9660;DESCRIPTION FOR CATEGORY 9660;2014-03-02 21:56:59;2012-09-03 12:11:43
CAT9661;LABEL FOR CATEGORY 9661;DESCRIPTION FOR CATEGORY 9661;2012-03-09 11:44:49;2013-09-03 22:27:42
CAT9662;LABEL FOR CATEGORY 9662;DESCRIPTION FOR CATEGORY 9662;2012-09-05 11:18:13;2012-06-03 22:24:43
CAT9663;LABEL FOR CATEGORY 9663;DESCRIPTION FOR CATEGORY 9663;2011-04-01 12:34:31;2011-01-08 13:23:37
CAT9664;LABEL FOR CATEGORY 9664;DESCRIPTION FOR CATEGORY 9664;2011-07-04 23:23:19;2011-09-02 12:45:25
CAT9665;LABEL FOR CATEGORY 9665;DESCRIPTION FOR CATEGORY 9665;2014-06-02 21:34:41;2013-02-06 13:34:45
CAT9666;LABEL FOR CATEGORY 9666;DESCRIPTION FOR CATEGORY 9666;2012-01-04 21:28:49;2014-04-09 13:16:39
CAT9667;LABEL FOR CATEGORY 9667;DESCRIPTION FOR CATEGORY 9667;2011-07-01 21:29:25;2014-04-02 21:57:16
CAT9668;LABEL FOR CATEGORY 9668;DESCRIPTION FOR CATEGORY 9668;2012-09-01 11:23:44;2014-01-05 21:52:19
CAT9669;LABEL FOR CATEGORY 9669;DESCRIPTION FOR CATEGORY 9669;2013-06-07 11:34:39;2011-06-05 21:25:49
CAT9670;LABEL FOR CATEGORY 9670;DESCRIPTION FOR CATEGORY 9670;2012-08-06 12:13:18;2011-03-04 23:54:57
CAT9671;LABEL FOR CATEGORY 9671;DESCRIPTION FOR CATEGORY 9671;2014-04-01 21:52:52;2011-06-06 23:34:37
CAT9672;LABEL FOR CATEGORY 9672;DESCRIPTION FOR CATEGORY 9672;2012-06-09 12:39:54;2014-05-03 11:47:49
CAT9673;LABEL FOR CATEGORY 9673;DESCRIPTION FOR CATEGORY 9673;2011-08-07 11:57:13;2014-09-07 11:37:38
CAT9674;LABEL FOR CATEGORY 9674;DESCRIPTION FOR CATEGORY 9674;2011-03-01 11:57:31;2012-04-07 23:37:58
CAT9675;LABEL FOR CATEGORY 9675;DESCRIPTION FOR CATEGORY 9675;2012-03-02 13:41:52;2013-04-04 22:26:25
CAT9676;LABEL FOR CATEGORY 9676;DESCRIPTION FOR CATEGORY 9676;2011-04-07 13:24:34;2012-08-07 11:49:36
CAT9677;LABEL FOR CATEGORY 9677;DESCRIPTION FOR CATEGORY 9677;2011-09-07 11:36:49;2014-02-09 23:58:33
CAT9678;LABEL FOR CATEGORY 9678;DESCRIPTION FOR CATEGORY 9678;2011-01-08 13:55:37;2011-09-06 11:37:49
CAT9679;LABEL FOR CATEGORY 9679;DESCRIPTION FOR CATEGORY 9679;2012-08-08 13:25:23;2011-04-09 23:25:13
CAT9680;LABEL FOR CATEGORY 9680;DESCRIPTION FOR CATEGORY 9680;2011-03-06 21:48:36;2011-06-05 23:47:38
CAT9681;LABEL FOR CATEGORY 9681;DESCRIPTION FOR CATEGORY 9681;2012-03-07 11:46:17;2014-06-03 12:47:39
CAT9682;LABEL FOR CATEGORY 9682;DESCRIPTION FOR CATEGORY 9682;2013-05-06 11:52:11;2011-03-04 11:38:31
CAT9683;LABEL FOR CATEGORY 9683;DESCRIPTION FOR CATEGORY 9683;2012-09-04 12:31:32;2012-02-04 21:27:21
CAT9684;LABEL FOR CATEGORY 9684;DESCRIPTION FOR CATEGORY 9684;2012-01-06 21:17:53;2012-05-02 21:29:45
CAT9685;LABEL FOR CATEGORY 9685;DESCRIPTION FOR CATEGORY 9685;2013-01-07 13:33:13;2012-03-04 13:55:52
CAT9686;LABEL FOR CATEGORY 9686;DESCRIPTION FOR CATEGORY 9686;2014-09-06 13:34:31;2012-05-09 11:39:33
CAT9687;LABEL FOR CATEGORY 9687;DESCRIPTION FOR CATEGORY 9687;2012-04-02 23:48:41;2014-07-03 11:29:18
CAT9688;LABEL FOR CATEGORY 9688;DESCRIPTION FOR CATEGORY 9688;2011-02-01 12:52:31;2012-07-09 12:53:18
CAT9689;LABEL FOR CATEGORY 9689;DESCRIPTION FOR CATEGORY 9689;2013-02-08 21:18:11;2011-08-04 21:23:45
CAT9690;LABEL FOR CATEGORY 9690;DESCRIPTION FOR CATEGORY 9690;2014-04-09 22:43:19;2011-01-05 12:49:46
CAT9691;LABEL FOR CATEGORY 9691;DESCRIPTION FOR CATEGORY 9691;2014-05-04 21:54:49;2014-02-03 22:26:24
CAT9692;LABEL FOR CATEGORY 9692;DESCRIPTION FOR CATEGORY 9692;2014-02-09 13:44:16;2011-02-04 23:11:35
CAT9693;LABEL FOR CATEGORY 9693;DESCRIPTION FOR CATEGORY 9693;2011-08-01 12:52:35;2011-07-01 21:38:39
CAT9694;LABEL FOR CATEGORY 9694;DESCRIPTION FOR CATEGORY 9694;2012-03-03 12:18:35;2013-09-09 11:44:49
CAT9695;LABEL FOR CATEGORY 9695;DESCRIPTION FOR CATEGORY 9695;2014-08-02 11:26:14;2014-05-01 12:33:53
CAT9696;LABEL FOR CATEGORY 9696;DESCRIPTION FOR CATEGORY 9696;2013-08-03 22:47:25;2012-05-01 13:26:15
CAT9697;LABEL FOR CATEGORY 9697;DESCRIPTION FOR CATEGORY 9697;2011-05-02 23:16:31;2011-06-09 13:39:26
CAT9698;LABEL FOR CATEGORY 9698;DESCRIPTION FOR CATEGORY 9698;2011-08-05 13:29:13;2012-07-05 13:23:14
CAT9699;LABEL FOR CATEGORY 9699;DESCRIPTION FOR CATEGORY 9699;2011-08-06 23:59:36;2013-01-01 21:25:46
CAT9700;LABEL FOR CATEGORY 9700;DESCRIPTION FOR CATEGORY 9700;2013-08-04 23:21:34;2013-02-07 21:28:35
CAT9701;LABEL FOR CATEGORY 9701;DESCRIPTION FOR CATEGORY 9701;2011-09-01 21:31:22;2013-03-04 12:12:22
CAT9702;LABEL FOR CATEGORY 9702;DESCRIPTION FOR CATEGORY 9702;2014-06-08 13:26:11;2012-06-08 23:17:11
CAT9703;LABEL FOR CATEGORY 9703;DESCRIPTION FOR CATEGORY 9703;2011-09-06 21:52:32;2014-02-02 21:24:51
CAT9704;LABEL FOR CATEGORY 9704;DESCRIPTION FOR CATEGORY 9704;2012-01-04 21:22:47;2014-07-02 23:19:22
CAT9705;LABEL FOR CATEGORY 9705;DESCRIPTION FOR CATEGORY 9705;2013-07-09 12:31:34;2012-02-01 13:58:55
CAT9706;LABEL FOR CATEGORY 9706;DESCRIPTION FOR CATEGORY 9706;2011-02-02 13:41:17;2014-07-05 23:35:35
CAT9707;LABEL FOR CATEGORY 9707;DESCRIPTION FOR CATEGORY 9707;2014-06-01 13:53:18;2011-09-01 23:55:14
CAT9708;LABEL FOR CATEGORY 9708;DESCRIPTION FOR CATEGORY 9708;2014-03-08 21:11:38;2014-03-08 21:46:42
CAT9709;LABEL FOR CATEGORY 9709;DESCRIPTION FOR CATEGORY 9709;2014-04-07 13:35:55;2012-05-07 13:33:17
CAT9710;LABEL FOR CATEGORY 9710;DESCRIPTION FOR CATEGORY 9710;2011-04-03 11:35:14;2011-02-03 12:19:31
CAT9711;LABEL FOR CATEGORY 9711;DESCRIPTION FOR CATEGORY 9711;2014-05-04 12:51:43;2013-08-01 13:53:51
CAT9712;LABEL FOR CATEGORY 9712;DESCRIPTION FOR CATEGORY 9712;2013-08-09 11:46:58;2012-05-05 12:12:15
CAT9713;LABEL FOR CATEGORY 9713;DESCRIPTION FOR CATEGORY 9713;2012-03-02 12:23:58;2011-05-05 11:33:11
CAT9714;LABEL FOR CATEGORY 9714;DESCRIPTION FOR CATEGORY 9714;2011-03-07 21:14:22;2013-09-09 22:24:22
CAT9715;LABEL FOR CATEGORY 9715;DESCRIPTION FOR CATEGORY 9715;2012-03-08 12:29:11;2014-02-04 11:25:58
CAT9716;LABEL FOR CATEGORY 9716;DESCRIPTION FOR CATEGORY 9716;2012-04-01 13:54:21;2014-01-07 23:45:48
CAT9717;LABEL FOR CATEGORY 9717;DESCRIPTION FOR CATEGORY 9717;2014-08-09 21:13:41;2013-09-04 22:34:59
CAT9718;LABEL FOR CATEGORY 9718;DESCRIPTION FOR CATEGORY 9718;2011-04-03 13:57:58;2012-09-08 12:49:27
CAT9719;LABEL FOR CATEGORY 9719;DESCRIPTION FOR CATEGORY 9719;2012-03-06 11:59:37;2013-07-08 23:37:41
CAT9720;LABEL FOR CATEGORY 9720;DESCRIPTION FOR CATEGORY 9720;2011-08-02 13:19:41;2012-09-09 11:29:26
CAT9721;LABEL FOR CATEGORY 9721;DESCRIPTION FOR CATEGORY 9721;2011-05-09 22:12:32;2012-04-09 22:53:53
CAT9722;LABEL FOR CATEGORY 9722;DESCRIPTION FOR CATEGORY 9722;2014-05-07 12:43:15;2013-03-06 22:19:49
CAT9723;LABEL FOR CATEGORY 9723;DESCRIPTION FOR CATEGORY 9723;2012-05-07 12:35:43;2012-02-06 12:12:39
CAT9724;LABEL FOR CATEGORY 9724;DESCRIPTION FOR CATEGORY 9724;2012-05-04 13:46:15;2013-07-08 13:41:16
CAT9725;LABEL FOR CATEGORY 9725;DESCRIPTION FOR CATEGORY 9725;2014-05-01 22:17:16;2012-04-02 11:47:13
CAT9726;LABEL FOR CATEGORY 9726;DESCRIPTION FOR CATEGORY 9726;2011-09-04 22:22:34;2013-05-02 12:17:33
CAT9727;LABEL FOR CATEGORY 9727;DESCRIPTION FOR CATEGORY 9727;2013-02-04 22:56:41;2012-08-09 11:38:23
CAT9728;LABEL FOR CATEGORY 9728;DESCRIPTION FOR CATEGORY 9728;2011-03-05 23:28:46;2011-04-07 11:17:58
CAT9729;LABEL FOR CATEGORY 9729;DESCRIPTION FOR CATEGORY 9729;2011-01-05 12:38:27;2012-06-05 12:23:57
CAT9730;LABEL FOR CATEGORY 9730;DESCRIPTION FOR CATEGORY 9730;2013-07-04 22:41:15;2014-02-01 11:48:38
CAT9731;LABEL FOR CATEGORY 9731;DESCRIPTION FOR CATEGORY 9731;2014-04-01 12:22:19;2011-05-05 23:19:12
CAT9732;LABEL FOR CATEGORY 9732;DESCRIPTION FOR CATEGORY 9732;2013-06-04 22:47:53;2011-06-08 12:58:47
CAT9733;LABEL FOR CATEGORY 9733;DESCRIPTION FOR CATEGORY 9733;2011-07-08 13:15:41;2013-02-03 22:17:56
CAT9734;LABEL FOR CATEGORY 9734;DESCRIPTION FOR CATEGORY 9734;2011-09-06 21:15:26;2011-06-06 21:34:24
CAT9735;LABEL FOR CATEGORY 9735;DESCRIPTION FOR CATEGORY 9735;2011-06-05 23:46:22;2011-04-01 21:39:46
CAT9736;LABEL FOR CATEGORY 9736;DESCRIPTION FOR CATEGORY 9736;2011-01-02 21:22:53;2014-08-01 21:15:47
CAT9737;LABEL FOR CATEGORY 9737;DESCRIPTION FOR CATEGORY 9737;2011-03-08 23:36:29;2013-09-03 22:24:25
CAT9738;LABEL FOR CATEGORY 9738;DESCRIPTION FOR CATEGORY 9738;2011-08-07 21:16:53;2012-04-03 22:29:33
CAT9739;LABEL FOR CATEGORY 9739;DESCRIPTION FOR CATEGORY 9739;2011-09-09 11:17:58;2013-05-04 21:49:57
CAT9740;LABEL FOR CATEGORY 9740;DESCRIPTION FOR CATEGORY 9740;2012-06-06 22:31:55;2011-07-01 11:22:59
CAT9741;LABEL FOR CATEGORY 9741;DESCRIPTION FOR CATEGORY 9741;2013-03-07 11:23:14;2012-09-06 22:55:25
CAT9742;LABEL FOR CATEGORY 9742;DESCRIPTION FOR CATEGORY 9742;2013-03-04 21:19:36;2014-01-05 21:39:54
CAT9743;LABEL FOR CATEGORY 9743;DESCRIPTION FOR CATEGORY 9743;2012-08-02 12:56:26;2011-07-06 11:53:21
CAT9744;LABEL FOR CATEGORY 9744;DESCRIPTION FOR CATEGORY 9744;2014-04-07 12:44:13;2011-07-04 23:37:36
CAT9745;LABEL FOR CATEGORY 9745;DESCRIPTION FOR CATEGORY 9745;2011-07-01 12:15:56;2012-03-09 21:37:25
CAT9746;LABEL FOR CATEGORY 9746;DESCRIPTION FOR CATEGORY 9746;2012-08-07 12:33:37;2014-08-04 22:49:23
CAT9747;LABEL FOR CATEGORY 9747;DESCRIPTION FOR CATEGORY 9747;2014-05-02 11:33:57;2011-01-02 23:21:53
CAT9748;LABEL FOR CATEGORY 9748;DESCRIPTION FOR CATEGORY 9748;2012-02-06 11:36:44;2011-06-03 12:17:43
CAT9749;LABEL FOR CATEGORY 9749;DESCRIPTION FOR CATEGORY 9749;2014-01-01 22:25:25;2013-04-01 22:58:58
CAT9750;LABEL FOR CATEGORY 9750;DESCRIPTION FOR CATEGORY 9750;2012-05-09 11:38:43;2011-07-08 21:23:19
CAT9751;LABEL FOR CATEGORY 9751;DESCRIPTION FOR CATEGORY 9751;2012-02-03 11:19:59;2014-08-05 13:55:51
CAT9752;LABEL FOR CATEGORY 9752;DESCRIPTION FOR CATEGORY 9752;2014-04-08 11:48:42;2011-06-02 21:25:59
